i exec;duracao (ms);hora início;hora fim
1;1.9948482513427734;2019-10-08 18:42:59.155264;2019-10-08 18:42:59.157259
2;1.0395050048828125;2019-10-08 18:42:59.161321;2019-10-08 18:42:59.162360
3;0.9992122650146484;2019-10-08 18:42:59.163315;2019-10-08 18:42:59.164315
4;1.0395050048828125;2019-10-08 18:42:59.165310;2019-10-08 18:42:59.166350
5;1.0094642639160156;2019-10-08 18:42:59.167398;2019-10-08 18:42:59.168408
6;0.9832382202148438;2019-10-08 18:42:59.169418;2019-10-08 18:42:59.170401
7;1.0447502136230469;2019-10-08 18:42:59.171399;2019-10-08 18:42:59.172444
8;1.9927024841308594;2019-10-08 18:42:59.175390;2019-10-08 18:42:59.177383
9;0.9996891021728516;2019-10-08 18:42:59.178792;2019-10-08 18:42:59.179792
10;0.9984970092773438;2019-10-08 18:42:59.179792;2019-10-08 18:42:59.180791
