i exec;duracao (ms);hora início;hora fim
1;6.9942474365234375;2019-10-08 18:45:08.626016;2019-10-08 18:45:08.633010
2;5.982875823974609;2019-10-08 18:45:08.645076;2019-10-08 18:45:08.651059
3;8.015155792236328;2019-10-08 18:45:08.653070;2019-10-08 18:45:08.661085
4;6.98399543762207;2019-10-08 18:45:08.663027;2019-10-08 18:45:08.671010
5;7.030248641967773;2019-10-08 18:45:08.673003;2019-10-08 18:45:08.680033
6;8.030891418457031;2019-10-08 18:45:08.682975;2019-10-08 18:45:08.691006
7;6.9828033447265625;2019-10-08 18:45:08.694100;2019-10-08 18:45:08.701083
8;7.019996643066406;2019-10-08 18:45:08.704887;2019-10-08 18:45:08.711907
9;7.022619247436523;2019-10-08 18:45:08.714858;2019-10-08 18:45:08.721880
10;7.024288177490234;2019-10-08 18:45:08.724936;2019-10-08 18:45:08.731961
