i exec;duracao (ms);hora início;hora fim
1;11299.856185913086;2019-10-08 18:43:00.512146;2019-10-08 18:43:11.812002
2;11125.259637832642;2019-10-08 18:43:11.817970;2019-10-08 18:43:22.943230
3;11136.225938796997;2019-10-08 18:43:22.950210;2019-10-08 18:43:34.086436
4;11238.020420074463;2019-10-08 18:43:34.091878;2019-10-08 18:43:45.329898
5;11167.080402374268;2019-10-08 18:43:45.334886;2019-10-08 18:43:56.501966
6;11217.058420181274;2019-10-08 18:43:56.507951;2019-10-08 18:44:07.725009
7;11303.800582885742;2019-10-08 18:44:07.729994;2019-10-08 18:44:19.033795
8;11384.623765945435;2019-10-08 18:44:19.039711;2019-10-08 18:44:30.424335
9;11269.869804382324;2019-10-08 18:44:30.429260;2019-10-08 18:44:41.699130
10;11495.844841003418;2019-10-08 18:44:41.714152;2019-10-08 18:44:53.209997
