i exec;duracao (ms);hora início;hora fim
1;28.952360153198242;2019-10-08 18:59:13.483901;2019-10-08 18:59:13.512853
2;26.605606079101562;2019-10-08 18:59:13.522045;2019-10-08 18:59:13.548650
3;27.96769142150879;2019-10-08 18:59:13.550640;2019-10-08 18:59:13.578607
4;27.96769142150879;2019-10-08 18:59:13.581557;2019-10-08 18:59:13.609525
5;27.678728103637695;2019-10-08 18:59:13.619095;2019-10-08 18:59:13.646773
6;28.97477149963379;2019-10-08 18:59:13.648589;2019-10-08 18:59:13.677564
7;28.962135314941406;2019-10-08 18:59:13.686886;2019-10-08 18:59:13.715848
8;29.957056045532227;2019-10-08 18:59:13.718802;2019-10-08 18:59:13.748760
9;29.964208602905273;2019-10-08 18:59:13.750720;2019-10-08 18:59:13.780685
10;29.98042106628418;2019-10-08 18:59:13.782972;2019-10-08 18:59:13.812952
