i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-08 18:42:59.143832;2019-10-08 18:42:59.143832
2;0.0;2019-10-08 18:42:59.143832;2019-10-08 18:42:59.143832
3;0.0;2019-10-08 18:42:59.144831;2019-10-08 18:42:59.144831
4;0.0;2019-10-08 18:42:59.144831;2019-10-08 18:42:59.144831
5;0.0;2019-10-08 18:42:59.144831;2019-10-08 18:42:59.144831
6;0.0;2019-10-08 18:42:59.146134;2019-10-08 18:42:59.146134
7;0.0;2019-10-08 18:42:59.146287;2019-10-08 18:42:59.146287
8;0.0;2019-10-08 18:42:59.146287;2019-10-08 18:42:59.146287
9;0.0;2019-10-08 18:42:59.146287;2019-10-08 18:42:59.146287
10;0.0;2019-10-08 18:42:59.146287;2019-10-08 18:42:59.146287
