i exec;duracao (ms);hora início;hora fim
1;63.840627670288086;2019-10-08 20:03:14.266214;2019-10-08 20:03:14.330055
2;59.9057674407959;2019-10-08 20:03:14.339997;2019-10-08 20:03:14.399902
3;63.83252143859863;2019-10-08 20:03:14.402638;2019-10-08 20:03:14.466470
4;61.89393997192383;2019-10-08 20:03:14.469461;2019-10-08 20:03:14.531355
5;63.883304595947266;2019-10-08 20:03:14.534289;2019-10-08 20:03:14.598172
6;65.86456298828125;2019-10-08 20:03:14.607737;2019-10-08 20:03:14.673601
7;65.82140922546387;2019-10-08 20:03:14.682925;2019-10-08 20:03:14.748746
8;66.86544418334961;2019-10-08 20:03:14.751587;2019-10-08 20:03:14.818452
9;62.896013259887695;2019-10-08 20:03:14.827554;2019-10-08 20:03:14.890450
10;63.88354301452637;2019-10-08 20:03:14.900004;2019-10-08 20:03:14.963888
