i exec;duracao (ms);hora início;hora fim
1;373357.45096206665;2019-10-08 18:59:45.696029;2019-10-08 19:05:59.053480
2;373307.70230293274;2019-10-08 19:05:59.092403;2019-10-08 19:12:12.400105
3;376703.11522483826;2019-10-08 19:12:12.446354;2019-10-08 19:18:29.149469
4;373028.7239551544;2019-10-08 19:18:29.194990;2019-10-08 19:24:42.223714
5;372539.785861969;2019-10-08 19:24:42.262612;2019-10-08 19:30:54.802398
6;372728.0361652374;2019-10-08 19:30:54.842346;2019-10-08 19:37:07.570382
7;371960.22510528564;2019-10-08 19:37:07.617714;2019-10-08 19:43:19.577939
8;370596.556186676;2019-10-08 19:43:19.616780;2019-10-08 19:49:30.213336
9;371872.51138687134;2019-10-08 19:49:30.257508;2019-10-08 19:55:42.130019
10;371717.76366233826;2019-10-08 19:55:42.176006;2019-10-08 20:01:53.893769
