i exec;duracao (ms);hora início;hora fim
1;3106.6977977752686;2019-10-08 18:59:13.903773;2019-10-08 18:59:17.010471
2;2930.169105529785;2019-10-08 18:59:17.023419;2019-10-08 18:59:19.953588
3;3158.5588455200195;2019-10-08 18:59:19.965162;2019-10-08 18:59:23.123721
4;3144.648790359497;2019-10-08 18:59:23.136439;2019-10-08 18:59:26.281088
5;3140.655040740967;2019-10-08 18:59:26.286019;2019-10-08 18:59:29.426675
6;3112.682342529297;2019-10-08 18:59:29.439618;2019-10-08 18:59:32.552301
7;3037.914514541626;2019-10-08 18:59:32.558732;2019-10-08 18:59:35.596647
8;3134.620428085327;2019-10-08 18:59:35.602580;2019-10-08 18:59:38.737201
9;3087.775945663452;2019-10-08 18:59:38.749193;2019-10-08 18:59:41.836969
10;3120.6586360931396;2019-10-08 18:59:41.842691;2019-10-08 18:59:44.963350
