i exec;duracao (ms);hora início;hora fim
1;108.73174667358398;2019-10-08 18:42:59.204552;2019-10-08 18:42:59.313284
2;108.77656936645508;2019-10-08 18:42:59.319347;2019-10-08 18:42:59.428124
3;121.71316146850586;2019-10-08 18:42:59.430053;2019-10-08 18:42:59.551767
4;112.7629280090332;2019-10-08 18:42:59.553724;2019-10-08 18:42:59.666486
5;109.76481437683105;2019-10-08 18:42:59.668891;2019-10-08 18:42:59.778656
6;109.771728515625;2019-10-08 18:42:59.780584;2019-10-08 18:42:59.890356
7;112.69855499267578;2019-10-08 18:42:59.892287;2019-10-08 18:43:00.004986
8;110.76736450195312;2019-10-08 18:43:00.006980;2019-10-08 18:43:00.117748
9;125.73719024658203;2019-10-08 18:43:00.122522;2019-10-08 18:43:00.248259
10;109.77315902709961;2019-10-08 18:43:00.253540;2019-10-08 18:43:00.363313
