i exec;duracao (ms);hora início;hora fim
1;11622.26414680481;2019-10-07 23:30:35.184769;2019-10-07 23:30:46.807033
2;11387.978792190552;2019-10-07 23:30:51.977654;2019-10-07 23:31:03.365632
3;9820.68681716919;2019-10-07 23:32:09.240417;2019-10-07 23:32:19.061104
4;10606.875658035278;2019-10-07 23:32:52.920605;2019-10-07 23:33:03.527481
5;8310.535430908203;2019-10-07 23:33:07.510930;2019-10-07 23:33:15.821466
6;9091.610193252563;2019-10-07 23:33:20.164196;2019-10-07 23:33:29.255806
7;12835.468292236328;2019-10-07 23:33:35.066944;2019-10-07 23:33:47.902412
8;9700.841903686523;2019-10-07 23:33:52.416930;2019-10-07 23:34:02.117772
9;9544.627666473389;2019-10-07 23:34:06.522989;2019-10-07 23:34:16.067617
10;8466.711282730103;2019-10-07 23:34:20.972761;2019-10-07 23:34:29.439472
