i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-07 23:30:09.040081;2019-10-07 23:30:09.040081
2;0.0;2019-10-07 23:30:09.055702;2019-10-07 23:30:09.055702
3;0.0;2019-10-07 23:30:09.071323;2019-10-07 23:30:09.071323
4;15.621662139892578;2019-10-07 23:30:09.071323;2019-10-07 23:30:09.086945
5;0.0;2019-10-07 23:30:09.086945;2019-10-07 23:30:09.086945
6;0.0;2019-10-07 23:30:09.102566;2019-10-07 23:30:09.102566
7;0.0;2019-10-07 23:30:09.118189;2019-10-07 23:30:09.118189
8;0.0;2019-10-07 23:30:09.133810;2019-10-07 23:30:09.133810
9;15.619993209838867;2019-10-07 23:30:09.133810;2019-10-07 23:30:09.149430
10;15.621423721313477;2019-10-07 23:30:09.149430;2019-10-07 23:30:09.165051
