i exec;duracao (ms);hora início;hora fim
1;15.619516372680664;2019-10-07 22:56:53.758087;2019-10-07 22:56:53.773707
2;33.48541259765625;2019-10-07 22:56:53.804986;2019-10-07 22:56:53.838471
3;31.24260902404785;2019-10-07 22:56:53.854093;2019-10-07 22:56:53.885335
4;31.243085861206055;2019-10-07 22:56:53.916578;2019-10-07 22:56:53.947821
5;26.853561401367188;2019-10-07 22:56:53.979065;2019-10-07 22:56:54.005919
6;31.244754791259766;2019-10-07 22:56:54.025589;2019-10-07 22:56:54.056834
7;29.90889549255371;2019-10-07 22:56:54.091643;2019-10-07 22:56:54.121552
8;31.243085861206055;2019-10-07 22:56:54.141224;2019-10-07 22:56:54.172467
9;31.244754791259766;2019-10-07 22:56:54.193190;2019-10-07 22:56:54.224435
10;31.302452087402344;2019-10-07 22:56:54.258794;2019-10-07 22:56:54.290097
