i exec;duracao (ms);hora início;hora fim
1;406.1548709869385;2019-10-07 22:56:54.875831;2019-10-07 22:56:55.281986
2;386.46674156188965;2019-10-07 22:56:55.531929;2019-10-07 22:56:55.918396
3;343.66726875305176;2019-10-07 22:56:56.168338;2019-10-07 22:56:56.512005
4;374.4492530822754;2019-10-07 22:56:56.761949;2019-10-07 22:56:57.136398
5;406.15391731262207;2019-10-07 22:56:57.480068;2019-10-07 22:56:57.886222
6;381.864070892334;2019-10-07 22:56:58.136164;2019-10-07 22:56:58.518029
7;379.133939743042;2019-10-07 22:56:58.767970;2019-10-07 22:56:59.147104
8;406.64219856262207;2019-10-07 22:56:59.475151;2019-10-07 22:56:59.881794
9;373.5671043395996;2019-10-07 22:57:00.194221;2019-10-07 22:57:00.567788
10;410.3691577911377;2019-10-07 22:57:00.817735;2019-10-07 22:57:01.228104
