i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-07 23:30:08.993216;2019-10-07 23:30:08.993216
2;0.0;2019-10-07 23:30:08.993216;2019-10-07 23:30:08.993216
3;15.62190055847168;2019-10-07 23:30:08.993216;2019-10-07 23:30:09.008838
4;0.0;2019-10-07 23:30:09.008838;2019-10-07 23:30:09.008838
5;0.0;2019-10-07 23:30:09.008838;2019-10-07 23:30:09.008838
6;0.0;2019-10-07 23:30:09.008838;2019-10-07 23:30:09.008838
7;0.0;2019-10-07 23:30:09.008838;2019-10-07 23:30:09.008838
8;0.0;2019-10-07 23:30:09.008838;2019-10-07 23:30:09.008838
9;0.0;2019-10-07 23:30:09.024459;2019-10-07 23:30:09.024459
10;0.0;2019-10-07 23:30:09.024459;2019-10-07 23:30:09.024459
