i exec;duracao (ms);hora início;hora fim
1;30336.610555648804;2019-10-07 22:46:18.722334;2019-10-07 22:46:49.058945
2;34273.1556892395;2019-10-07 22:47:03.008835;2019-10-07 22:47:37.281990
3;35647.815465927124;2019-10-07 22:47:52.325372;2019-10-07 22:48:27.973188
4;37927.91295051575;2019-10-07 22:48:44.609908;2019-10-07 22:49:22.537821
5;37991.066217422485;2019-10-07 22:50:24.824093;2019-10-07 22:51:02.815159
6;33054.7239780426;2019-10-07 22:51:19.389390;2019-10-07 22:51:52.444114
7;30258.561372756958;2019-10-07 22:52:04.811527;2019-10-07 22:52:35.070088
8;30774.048566818237;2019-10-07 22:52:48.158823;2019-10-07 22:53:18.932872
9;29899.2178440094;2019-10-07 22:53:31.679874;2019-10-07 22:54:01.579092
10;31414.522409439087;2019-10-07 22:54:14.064450;2019-10-07 22:54:45.478973
