i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-07 22:56:53.518108;2019-10-07 22:56:53.518108
2;0.0;2019-10-07 22:56:53.533720;2019-10-07 22:56:53.533720
3;0.0;2019-10-07 22:56:53.549358;2019-10-07 22:56:53.549358
4;15.573740005493164;2019-10-07 22:56:53.549358;2019-10-07 22:56:53.564931
5;0.0;2019-10-07 22:56:53.643039;2019-10-07 22:56:53.643039
6;0.0;2019-10-07 22:56:53.643039;2019-10-07 22:56:53.643039
7;0.0;2019-10-07 22:56:53.658685;2019-10-07 22:56:53.658685
8;15.59758186340332;2019-10-07 22:56:53.658685;2019-10-07 22:56:53.674282
9;0.0;2019-10-07 22:56:53.674282;2019-10-07 22:56:53.674282
10;0.0;2019-10-07 22:56:53.689949;2019-10-07 22:56:53.689949
