i exec;duracao (ms);hora início;hora fim
1;126.25408172607422;2019-10-09 21:05:15.527795;2019-10-09 21:05:15.654049
2;134.962797164917;2019-10-09 21:05:15.654049;2019-10-09 21:05:15.789012
3;133.41093063354492;2019-10-09 21:05:15.797122;2019-10-09 21:05:15.930533
4;130.78904151916504;2019-10-09 21:05:15.931029;2019-10-09 21:05:16.061818
5;132.965087890625;2019-10-09 21:05:16.069864;2019-10-09 21:05:16.202829
6;130.56159019470215;2019-10-09 21:05:16.211138;2019-10-09 21:05:16.341699
7;131.98065757751465;2019-10-09 21:05:16.343731;2019-10-09 21:05:16.475712
8;142.61531829833984;2019-10-09 21:05:16.483869;2019-10-09 21:05:16.626484
9;140.01154899597168;2019-10-09 21:05:16.626931;2019-10-09 21:05:16.766943
10;131.6070556640625;2019-10-09 21:05:16.769023;2019-10-09 21:05:16.900630
