i exec;duracao (ms);hora início;hora fim
1;69.12612915039062;2019-10-09 22:32:46.375375;2019-10-09 22:32:46.444501
2;84.68341827392578;2019-10-09 22:32:46.444501;2019-10-09 22:32:46.529184
3;84.70368385314941;2019-10-09 22:32:46.529184;2019-10-09 22:32:46.613888
4;78.10592651367188;2019-10-09 22:32:46.613888;2019-10-09 22:32:46.691994
5;78.15098762512207;2019-10-09 22:32:46.698499;2019-10-09 22:32:46.776650
6;84.69843864440918;2019-10-09 22:32:46.776650;2019-10-09 22:32:46.861349
7;84.6710205078125;2019-10-09 22:32:46.861349;2019-10-09 22:32:46.946020
8;69.091796875;2019-10-09 22:32:46.946020;2019-10-09 22:32:47.015112
9;84.65290069580078;2019-10-09 22:32:47.015112;2019-10-09 22:32:47.099764
10;78.16243171691895;2019-10-09 22:32:47.099764;2019-10-09 22:32:47.177927
