i exec;duracao (ms);hora início;hora fim
1;3542.517900466919;2019-10-09 21:23:10.453462;2019-10-09 21:23:13.995980
2;3494.3313598632812;2019-10-09 21:23:14.004032;2019-10-09 21:23:17.498363
3;3515.2769088745117;2019-10-09 21:23:17.498363;2019-10-09 21:23:21.013640
4;3547.1277236938477;2019-10-09 21:23:21.015773;2019-10-09 21:23:24.562901
5;5744.40336227417;2019-10-09 21:23:24.570994;2019-10-09 21:23:30.315397
6;3567.051649093628;2019-10-09 21:23:30.323508;2019-10-09 21:23:33.890560
7;6486.168384552002;2019-10-09 21:23:33.890560;2019-10-09 21:23:40.376728
8;4173.532962799072;2019-10-09 21:23:40.384859;2019-10-09 21:23:44.558392
9;3543.5919761657715;2019-10-09 21:23:44.561582;2019-10-09 21:23:48.105174
10;3467.8561687469482;2019-10-09 21:23:48.113221;2019-10-09 21:23:51.581078
