i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-09 22:32:46.312886;2019-10-09 22:32:46.312886
2;0.0;2019-10-09 22:32:46.312886;2019-10-09 22:32:46.312886
3;0.0;2019-10-09 22:32:46.312886;2019-10-09 22:32:46.312886
4;0.0;2019-10-09 22:32:46.312886;2019-10-09 22:32:46.312886
5;15.567541122436523;2019-10-09 22:32:46.312886;2019-10-09 22:32:46.328453
6;0.0;2019-10-09 22:32:46.328453;2019-10-09 22:32:46.328453
7;0.0;2019-10-09 22:32:46.328453;2019-10-09 22:32:46.328453
8;0.0;2019-10-09 22:32:46.328453;2019-10-09 22:32:46.328453
9;0.0;2019-10-09 22:32:46.328453;2019-10-09 22:32:46.328453
10;0.0;2019-10-09 22:32:46.344078;2019-10-09 22:32:46.344078
