i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-09 21:23:09.925315;2019-10-09 21:23:09.925315
2;0.0;2019-10-09 21:23:09.925315;2019-10-09 21:23:09.925315
3;0.0;2019-10-09 21:23:09.937549;2019-10-09 21:23:09.937549
4;0.0;2019-10-09 21:23:09.937549;2019-10-09 21:23:09.937549
5;0.0;2019-10-09 21:23:09.946619;2019-10-09 21:23:09.946619
6;0.0;2019-10-09 21:23:09.946619;2019-10-09 21:23:09.946619
7;0.0;2019-10-09 21:23:09.946619;2019-10-09 21:23:09.946619
8;0.0;2019-10-09 21:23:09.946619;2019-10-09 21:23:09.946619
9;0.0;2019-10-09 21:23:09.962247;2019-10-09 21:23:09.962247
10;0.0;2019-10-09 21:23:09.962247;2019-10-09 21:23:09.962247
