i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-09 21:05:15.491407;2019-10-09 21:05:15.491407
2;0.0;2019-10-09 21:05:15.491407;2019-10-09 21:05:15.491407
3;0.0;2019-10-09 21:05:15.491407;2019-10-09 21:05:15.491407
4;0.0;2019-10-09 21:05:15.491407;2019-10-09 21:05:15.491407
5;15.565633773803711;2019-10-09 21:05:15.491407;2019-10-09 21:05:15.506972
6;0.0;2019-10-09 21:05:15.506972;2019-10-09 21:05:15.506972
7;0.0;2019-10-09 21:05:15.506972;2019-10-09 21:05:15.506972
8;0.0;2019-10-09 21:05:15.506972;2019-10-09 21:05:15.506972
9;0.0;2019-10-09 21:05:15.506972;2019-10-09 21:05:15.506972
10;0.0;2019-10-09 21:05:15.506972;2019-10-09 21:05:15.506972
