i exec;duracao (ms);hora início;hora fim
1;893709.5222473145;2019-10-11 21:36:48.408083;2019-10-11 21:51:42.117605
2;898320.4362392426;2019-10-11 21:51:42.164479;2019-10-11 22:06:40.484915
3;900704.1277885437;2019-10-11 22:06:40.531743;2019-10-11 22:21:41.235871
4;896224.7421741486;2019-10-11 22:21:41.287957;2019-10-11 22:36:37.512699
5;902584.0411186218;2019-10-11 22:36:37.559566;2019-10-11 22:51:40.143607
6;906625.9484291077;2019-10-11 22:51:40.178392;2019-10-11 23:06:46.804341
7;896570.0352191925;2019-10-11 23:06:46.851166;2019-10-11 23:21:43.421201
8;896969.3465232849;2019-10-11 23:21:43.468073;2019-10-11 23:36:40.437420
9;900303.4200668335;2019-10-11 23:36:40.484331;2019-10-11 23:51:40.787751
10;900567.7983760834;2019-10-11 23:51:40.819039;2019-10-12 00:06:41.386838
