i exec;duracao (ms);hora início;hora fim
1;909.9819660186768;2019-10-09 21:07:37.987460;2019-10-09 21:07:38.897442
2;902.353048324585;2019-10-09 21:07:38.905471;2019-10-09 21:07:39.807824
3;897.5849151611328;2019-10-09 21:07:39.807907;2019-10-09 21:07:40.705492
4;871.3147640228271;2019-10-09 21:07:40.713529;2019-10-09 21:07:41.584844
5;895.9369659423828;2019-10-09 21:07:41.584938;2019-10-09 21:07:42.480875
6;880.197286605835;2019-10-09 21:07:42.488928;2019-10-09 21:07:43.369125
7;862.0543479919434;2019-10-09 21:07:43.371034;2019-10-09 21:07:44.233088
8;868.157148361206;2019-10-09 21:07:44.243053;2019-10-09 21:07:45.111211
9;1556.504726409912;2019-10-09 21:07:45.121215;2019-10-09 21:07:46.677720
10;867.8483963012695;2019-10-09 21:07:46.686019;2019-10-09 21:07:47.553868
