i exec;duracao (ms);hora início;hora fim
1;187.46542930603027;2019-10-08 00:01:38.038636;2019-10-08 00:01:38.226101
2;187.44897842407227;2019-10-08 00:01:38.679132;2019-10-08 00:01:38.866581
3;156.21256828308105;2019-10-08 00:01:39.007122;2019-10-08 00:01:39.163335
4;171.78702354431152;2019-10-08 00:01:39.319596;2019-10-08 00:01:39.491383
5;187.41607666015625;2019-10-08 00:01:39.725743;2019-10-08 00:01:39.913159
6;171.8299388885498;2019-10-08 00:01:40.053756;2019-10-08 00:01:40.225586
7;187.4101161956787;2019-10-08 00:01:40.366224;2019-10-08 00:01:40.553634
8;203.07374000549316;2019-10-08 00:01:40.772375;2019-10-08 00:01:40.975448
9;296.80323600769043;2019-10-08 00:01:41.147244;2019-10-08 00:01:41.444048
10;234.27939414978027;2019-10-08 00:01:41.600301;2019-10-08 00:01:41.834581
