i exec;duracao (ms);hora início;hora fim
1;12169.012546539307;2019-10-08 00:30:22.816707;2019-10-08 00:30:34.985720
2;9450.903415679932;2019-10-08 00:30:39.172235;2019-10-08 00:30:48.623138
3;9591.493368148804;2019-10-08 00:30:53.012733;2019-10-08 00:31:02.604227
4;9029.12449836731;2019-10-08 00:31:07.556189;2019-10-08 00:31:16.585314
5;8982.261657714844;2019-10-08 00:31:21.162362;2019-10-08 00:31:30.144624
6;9154.096364974976;2019-10-08 00:31:34.768538;2019-10-08 00:31:43.922635
7;8935.396432876587;2019-10-08 00:31:48.359094;2019-10-08 00:31:57.294490
8;9794.569253921509;2019-10-08 00:32:01.605980;2019-10-08 00:32:11.400549
9;9060.367584228516;2019-10-08 00:32:15.790143;2019-10-08 00:32:24.850510
10;9232.20682144165;2019-10-08 00:32:29.224520;2019-10-08 00:32:38.456727
