i exec;duracao (ms);hora início;hora fim
1;1030.9638977050781;2019-10-07 23:58:01.230538;2019-10-07 23:58:02.261502
2;1530.8892726898193;2019-10-07 23:58:02.823870;2019-10-07 23:58:04.354759
3;1546.513557434082;2019-10-07 23:58:05.135825;2019-10-07 23:58:06.682338
4;1812.0710849761963;2019-10-07 23:58:07.494648;2019-10-07 23:58:09.306719
5;1541.2826538085938;2019-10-07 23:58:09.978437;2019-10-07 23:58:11.519720
6;1577.7537822723389;2019-10-07 23:58:12.207057;2019-10-07 23:58:13.784810
7;1603.5993099212646;2019-10-07 23:58:14.456543;2019-10-07 23:58:16.060142
8;1030.96342086792;2019-10-07 23:58:16.747526;2019-10-07 23:58:17.778490
9;1280.9886932373047;2019-10-07 23:58:18.372100;2019-10-07 23:58:19.653088
10;1187.2198581695557;2019-10-07 23:58:20.199797;2019-10-07 23:58:21.387016
