i exec;duracao (ms);hora início;hora fim
1;15.620946884155273;2019-10-08 00:11:22.660791;2019-10-08 00:11:22.676412
2;46.86403274536133;2019-10-08 00:11:22.707654;2019-10-08 00:11:22.754518
3;62.485694885253906;2019-10-08 00:11:22.785761;2019-10-08 00:11:22.848247
4;31.279563903808594;2019-10-08 00:11:22.879491;2019-10-08 00:11:22.910770
5;46.86379432678223;2019-10-08 00:11:22.941975;2019-10-08 00:11:22.988839
6;46.86307907104492;2019-10-08 00:11:23.020082;2019-10-08 00:11:23.066945
7;46.86403274536133;2019-10-08 00:11:23.098188;2019-10-08 00:11:23.145053
8;46.86617851257324;2019-10-08 00:11:23.191916;2019-10-08 00:11:23.238783
9;46.86427116394043;2019-10-08 00:11:23.270025;2019-10-08 00:11:23.316889
10;46.866416931152344;2019-10-08 00:11:23.363751;2019-10-08 00:11:23.410617
