i exec;duracao (ms);hora início;hora fim
1;734.2219352722168;2019-10-07 22:41:53.262987;2019-10-07 22:41:53.997209
2;796.6821193695068;2019-10-07 22:41:54.434589;2019-10-07 22:41:55.231271
3;749.8297691345215;2019-10-07 22:41:55.668674;2019-10-07 22:41:56.418504
4;759.7012519836426;2019-10-07 22:41:56.871473;2019-10-07 22:41:57.631174
5;718.4836864471436;2019-10-07 22:41:58.115398;2019-10-07 22:41:58.833882
6;713.0343914031982;2019-10-07 22:41:59.286865;2019-10-07 22:41:59.999899
7;710.5967998504639;2019-10-07 22:42:00.484151;2019-10-07 22:42:01.194748
8;736.1805438995361;2019-10-07 22:42:01.694582;2019-10-07 22:42:02.430762
9;778.6345481872559;2019-10-07 22:42:02.915024;2019-10-07 22:42:03.693659
10;843.550443649292;2019-10-07 22:42:04.146637;2019-10-07 22:42:04.990188
