i exec;duracao (ms);hora início;hora fim
1;46.86403274536133;2019-10-07 23:30:09.243198;2019-10-07 23:30:09.290062
2;62.4847412109375;2019-10-07 23:30:09.336886;2019-10-07 23:30:09.399371
3;62.4842643737793;2019-10-07 23:30:09.446236;2019-10-07 23:30:09.508720
4;46.89359664916992;2019-10-07 23:30:09.555586;2019-10-07 23:30:09.602480
5;46.86331748962402;2019-10-07 23:30:09.633692;2019-10-07 23:30:09.680555
6;62.53457069396973;2019-10-07 23:30:09.727419;2019-10-07 23:30:09.789954
7;62.4852180480957;2019-10-07 23:30:09.821147;2019-10-07 23:30:09.883632
8;62.4849796295166;2019-10-07 23:30:09.930496;2019-10-07 23:30:09.992981
9;62.47234344482422;2019-10-07 23:30:10.242980;2019-10-07 23:30:10.305452
10;46.86307907104492;2019-10-07 23:30:10.352274;2019-10-07 23:30:10.399137
