i exec;duracao (ms);hora início;hora fim
1;15.630722045898438;2019-10-08 00:01:37.288815;2019-10-08 00:01:37.304446
2;15.623807907104492;2019-10-08 00:01:37.320018;2019-10-08 00:01:37.335642
3;15.62047004699707;2019-10-08 00:01:37.351263;2019-10-08 00:01:37.366884
4;15.620946884155273;2019-10-08 00:01:37.382506;2019-10-08 00:01:37.398126
5;15.621185302734375;2019-10-08 00:01:37.413748;2019-10-08 00:01:37.429369
6;15.62190055847168;2019-10-08 00:01:37.444990;2019-10-08 00:01:37.460612
7;0.0;2019-10-08 00:01:37.491860;2019-10-08 00:01:37.491860
8;15.619993209838867;2019-10-08 00:01:37.523098;2019-10-08 00:01:37.538718
9;15.62047004699707;2019-10-08 00:01:37.554341;2019-10-08 00:01:37.569961
10;15.62047004699707;2019-10-08 00:01:37.585582;2019-10-08 00:01:37.601202
