i exec;duracao (ms);hora início;hora fim
1;1749.589204788208;2019-10-08 03:58:08.654146;2019-10-08 03:58:10.403735
2;1749.5877742767334;2019-10-08 03:58:10.966107;2019-10-08 03:58:12.715694
3;1280.9488773345947;2019-10-08 03:58:13.153090;2019-10-08 03:58:14.434038
4;1484.0259552001953;2019-10-08 03:58:14.996405;2019-10-08 03:58:16.480431
5;1697.2534656524658;2019-10-08 03:58:16.886587;2019-10-08 03:58:18.583840
6;1437.1557235717773;2019-10-08 03:58:18.974383;2019-10-08 03:58:20.411539
7;1296.539545059204;2019-10-08 03:58:20.958271;2019-10-08 03:58:22.254811
8;1624.6545314788818;2019-10-08 03:58:22.754695;2019-10-08 03:58:24.394972
9;1562.0839595794678;2019-10-08 03:58:24.801138;2019-10-08 03:58:26.363221
10;1265.2900218963623;2019-10-08 03:58:26.800655;2019-10-08 03:58:28.065945
