i exec;duracao (ms);hora início;hora fim
1;63781.88252449036;2019-10-08 00:14:30.047991;2019-10-08 00:15:33.829873
2;66703.06706428528;2019-10-08 00:15:58.542805;2019-10-08 00:17:05.245873
3;66703.10115814209;2019-10-08 00:17:29.427650;2019-10-08 00:18:36.130752
4;67156.085729599;2019-10-08 00:19:01.109253;2019-10-08 00:20:08.265339
5;67078.0189037323;2019-10-08 00:20:32.322141;2019-10-08 00:21:39.400160
6;75996.0150718689;2019-10-08 00:22:03.535070;2019-10-08 00:23:19.531085
7;67046.7336177826;2019-10-08 00:23:44.181538;2019-10-08 00:24:51.228271
8;66718.72186660767;2019-10-08 00:25:15.347604;2019-10-08 00:26:22.066326
9;66531.26859664917;2019-10-08 00:26:46.654256;2019-10-08 00:27:53.185524
10;66406.2979221344;2019-10-08 00:28:17.414163;2019-10-08 00:29:23.820462
