i exec;duracao (ms);hora início;hora fim
1;93.73068809509277;2019-10-08 00:57:35.017226;2019-10-08 00:57:35.110956
2;93.7047004699707;2019-10-08 00:57:35.189093;2019-10-08 00:57:35.282797
3;140.61212539672852;2019-10-08 00:57:35.345276;2019-10-08 00:57:35.485888
4;93.42503547668457;2019-10-08 00:57:35.782997;2019-10-08 00:57:35.876422
5;78.16481590270996;2019-10-08 00:57:35.923223;2019-10-08 00:57:36.001388
6;78.14455032348633;2019-10-08 00:57:36.079452;2019-10-08 00:57:36.157597
7;109.39908027648926;2019-10-08 00:57:36.204408;2019-10-08 00:57:36.313807
8;93.72496604919434;2019-10-08 00:57:36.376244;2019-10-08 00:57:36.469969
9;109.30061340332031;2019-10-08 00:57:36.829310;2019-10-08 00:57:36.938611
10;140.5930519104004;2019-10-08 00:57:37.032339;2019-10-08 00:57:37.172932
