i exec;duracao (ms);hora início;hora fim
1;31.243562698364258;2019-10-08 02:17:35.369518;2019-10-08 02:17:35.400762
2;46.86093330383301;2019-10-08 02:17:35.447630;2019-10-08 02:17:35.494491
3;31.288862228393555;2019-10-08 02:17:35.541354;2019-10-08 02:17:35.572643
4;78.09281349182129;2019-10-08 02:17:35.603899;2019-10-08 02:17:35.681992
5;62.48044967651367;2019-10-08 02:17:35.713244;2019-10-08 02:17:35.775724
6;62.479257583618164;2019-10-08 02:17:35.806964;2019-10-08 02:17:35.869443
7;78.15027236938477;2019-10-08 02:17:35.900644;2019-10-08 02:17:35.978794
8;93.72806549072266;2019-10-08 02:17:36.009997;2019-10-08 02:17:36.103725
9;62.490224838256836;2019-10-08 02:17:36.135004;2019-10-08 02:17:36.197495
10;62.51955032348633;2019-10-08 02:17:36.228694;2019-10-08 02:17:36.291213
