i exec;duracao (ms);hora início;hora fim
1;234.36903953552246;2019-10-08 01:01:43.614827;2019-10-08 01:01:43.849196
2;218.65320205688477;2019-10-08 01:01:44.161624;2019-10-08 01:01:44.380277
3;281.18014335632324;2019-10-08 01:01:44.505248;2019-10-08 01:01:44.786428
4;312.4279975891113;2019-10-08 01:01:44.989505;2019-10-08 01:01:45.301933
5;328.08923721313477;2019-10-08 01:01:45.473766;2019-10-08 01:01:45.801855
6;421.77629470825195;2019-10-08 01:01:45.989270;2019-10-08 01:01:46.411046
7;343.66893768310547;2019-10-08 01:01:46.660989;2019-10-08 01:01:47.004658
8;374.9125003814697;2019-10-08 01:01:47.207735;2019-10-08 01:01:47.582647
9;312.3888969421387;2019-10-08 01:01:47.879492;2019-10-08 01:01:48.191881
10;265.55705070495605;2019-10-08 01:01:48.410622;2019-10-08 01:01:48.676179
