i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-07 22:45:07.471049;2019-10-07 22:45:07.471049
2;0.0;2019-10-07 22:45:07.471049;2019-10-07 22:45:07.471049
3;0.0;2019-10-07 22:45:07.486654;2019-10-07 22:45:07.486654
4;0.0;2019-10-07 22:45:07.486654;2019-10-07 22:45:07.486654
5;0.0;2019-10-07 22:45:07.502249;2019-10-07 22:45:07.502249
6;0.0;2019-10-07 22:45:07.517879;2019-10-07 22:45:07.517879
7;0.0;2019-10-07 22:45:07.517879;2019-10-07 22:45:07.517879
8;0.0;2019-10-07 22:45:07.533492;2019-10-07 22:45:07.533492
9;15.62190055847168;2019-10-07 22:45:07.533492;2019-10-07 22:45:07.549114
10;0.0;2019-10-07 22:45:07.549114;2019-10-07 22:45:07.549114
