i exec;duracao (ms);hora início;hora fim
1;46301.602840423584;2019-10-08 01:03:19.095114;2019-10-08 01:04:05.396717
2;37538.04135322571;2019-10-08 01:04:17.565738;2019-10-08 01:04:55.103779
3;37553.712129592896;2019-10-08 01:05:07.397737;2019-10-08 01:05:44.951449
4;41943.265438079834;2019-10-08 01:05:57.230180;2019-10-08 01:06:39.173445
5;37501.36494636536;2019-10-08 01:06:51.217449;2019-10-08 01:07:28.718814
6;36897.54319190979;2019-10-08 01:07:40.669159;2019-10-08 01:08:17.566702
7;36975.64077377319;2019-10-08 01:08:30.095042;2019-10-08 01:09:07.070683
8;37850.47364234924;2019-10-08 01:09:18.927315;2019-10-08 01:09:56.777789
9;37767.06290245056;2019-10-08 01:10:08.712440;2019-10-08 01:10:46.479503
10;37538.03634643555;2019-10-08 01:10:58.429832;2019-10-08 01:11:35.967868
