i exec;duracao (ms);hora início;hora fim
1;999.8056888580322;2019-10-08 00:29:57.156333;2019-10-08 00:29:58.156139
2;1280.9484004974365;2019-10-08 00:29:59.093380;2019-10-08 00:30:00.374328
3;859.2190742492676;2019-10-08 00:30:01.202258;2019-10-08 00:30:02.061477
4;827.8834819793701;2019-10-08 00:30:02.795679;2019-10-08 00:30:03.623563
5;796.6887950897217;2019-10-08 00:30:04.389007;2019-10-08 00:30:05.185696
6;718.5802459716797;2019-10-08 00:30:05.904279;2019-10-08 00:30:06.622859
7;781.0664176940918;2019-10-08 00:30:07.044636;2019-10-08 00:30:07.825703
8;843.5466289520264;2019-10-08 00:30:08.356829;2019-10-08 00:30:09.200376
9;749.8648166656494;2019-10-08 00:30:09.622154;2019-10-08 00:30:10.372019
10;906.0819149017334;2019-10-08 00:30:10.903102;2019-10-08 00:30:11.809184
