i exec;duracao (ms);hora início;hora fim
1;59657.80067443848;2019-10-08 03:17:05.759499;2019-10-08 03:18:05.417299
2;58939.25881385803;2019-10-08 03:18:17.461347;2019-10-08 03:19:16.400606
3;59673.426151275635;2019-10-08 03:19:28.442542;2019-10-08 03:20:28.115968
4;59376.699924468994;2019-10-08 03:20:40.113579;2019-10-08 03:21:39.490279
5;59999.89676475525;2019-10-08 03:21:51.499196;2019-10-08 03:22:51.499093
6;60735.07881164551;2019-10-08 03:23:03.481056;2019-10-08 03:24:04.216135
7;59314.215421676636;2019-10-08 03:24:16.338234;2019-10-08 03:25:15.652450
8;60126.487255096436;2019-10-08 03:25:27.602764;2019-10-08 03:26:27.729252
9;59642.258644104004;2019-10-08 03:26:39.554561;2019-10-08 03:27:39.196819
10;58923.6798286438;2019-10-08 03:27:51.522466;2019-10-08 03:28:50.446146
