i exec;duracao (ms);hora início;hora fim
1;15012.134313583374;2019-10-08 03:29:28.249440;2019-10-08 03:29:43.261575
2;13106.290578842163;2019-10-08 03:29:46.417042;2019-10-08 03:29:59.523332
3;11794.141054153442;2019-10-08 03:30:02.475764;2019-10-08 03:30:14.269905
4;11809.723854064941;2019-10-08 03:30:17.112946;2019-10-08 03:30:28.922670
5;15730.661392211914;2019-10-08 03:30:31.843912;2019-10-08 03:30:47.574573
6;11538.764715194702;2019-10-08 03:30:50.511385;2019-10-08 03:31:02.050150
7;12169.023513793945;2019-10-08 03:31:04.846406;2019-10-08 03:31:17.015429
8;12684.549808502197;2019-10-08 03:31:19.827225;2019-10-08 03:31:32.511775
9;12054.426908493042;2019-10-08 03:31:35.339205;2019-10-08 03:31:47.393632
10;11965.927124023438;2019-10-08 03:31:50.189860;2019-10-08 03:32:02.155787
