i exec;duracao (ms);hora início;hora fim
1;9279.06847000122;2019-10-08 00:11:41.083387;2019-10-08 00:11:50.362455
2;8138.7388706207275;2019-10-08 00:11:53.924123;2019-10-08 00:12:02.062862
3;6404.705286026001;2019-10-08 00:12:05.233995;2019-10-08 00:12:11.638700
4;5524.718523025513;2019-10-08 00:12:15.075435;2019-10-08 00:12:20.600154
5;7123.28028678894;2019-10-08 00:12:23.536971;2019-10-08 00:12:30.660251
6;5608.015060424805;2019-10-08 00:12:33.831423;2019-10-08 00:12:39.439438
7;5561.191558837891;2019-10-08 00:12:43.249754;2019-10-08 00:12:48.810945
8;8966.637372970581;2019-10-08 00:12:51.622827;2019-10-08 00:13:00.589464
9;8060.60266494751;2019-10-08 00:13:04.166713;2019-10-08 00:13:12.227315
10;5587.298393249512;2019-10-08 00:13:15.788983;2019-10-08 00:13:21.376282
