i exec;duracao (ms);hora início;hora fim
1;12122.140169143677;2019-10-07 23:58:34.821405;2019-10-07 23:58:46.943545
2;12387.666463851929;2019-10-07 23:58:51.614329;2019-10-07 23:59:04.001996
3;13184.444427490234;2019-10-07 23:59:11.047214;2019-10-07 23:59:24.231659
4;12554.203271865845;2019-10-07 23:59:29.511620;2019-10-07 23:59:42.065823
5;12293.984174728394;2019-10-07 23:59:47.455228;2019-10-07 23:59:59.749212
6;12731.339454650879;2019-10-08 00:00:05.247914;2019-10-08 00:00:17.979254
7;12403.327226638794;2019-10-08 00:00:23.602981;2019-10-08 00:00:36.006308
8;12169.042110443115;2019-10-08 00:00:41.536268;2019-10-08 00:00:53.705310
9;12528.345584869385;2019-10-08 00:00:59.500792;2019-10-08 00:01:12.029138
10;12996.987581253052;2019-10-08 00:01:17.324724;2019-10-08 00:01:30.321711
