i exec;duracao (ms);hora início;hora fim
1;531.0924053192139;2019-10-08 02:17:36.994173;2019-10-08 02:17:37.525265
2;499.8452663421631;2019-10-08 02:17:38.150155;2019-10-08 02:17:38.650000
3;671.7169284820557;2019-10-08 02:17:38.962428;2019-10-08 02:17:39.634145
4;656.0995578765869;2019-10-08 02:17:40.259036;2019-10-08 02:17:40.915136
5;546.7455387115479;2019-10-08 02:17:41.258760;2019-10-08 02:17:41.805506
6;531.0797691345215;2019-10-08 02:17:42.352301;2019-10-08 02:17:42.883381
7;515.4666900634766;2019-10-08 02:17:43.398921;2019-10-08 02:17:43.914388
8;577.9905319213867;2019-10-08 02:17:44.445548;2019-10-08 02:17:45.023539
9;749.8228549957275;2019-10-08 02:17:45.492142;2019-10-08 02:17:46.241965
10;874.7940063476562;2019-10-08 02:17:46.585633;2019-10-08 02:17:47.460427
