i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-08 03:58:05.326804;2019-10-08 03:58:05.326804
2;0.0;2019-10-08 03:58:05.358092;2019-10-08 03:58:05.358092
3;0.0;2019-10-08 03:58:05.373703;2019-10-08 03:58:05.373703
4;0.0;2019-10-08 03:58:05.373703;2019-10-08 03:58:05.373703
5;0.0;2019-10-08 03:58:05.373703;2019-10-08 03:58:05.373703
6;0.0;2019-10-08 03:58:05.389292;2019-10-08 03:58:05.389292
7;0.0;2019-10-08 03:58:05.389292;2019-10-08 03:58:05.389292
8;0.0;2019-10-08 03:58:05.389292;2019-10-08 03:58:05.389292
9;0.0;2019-10-08 03:58:05.389292;2019-10-08 03:58:05.389292
10;0.0;2019-10-08 03:58:05.404910;2019-10-08 03:58:05.404910
