i exec;duracao (ms);hora início;hora fim
1;249.94277954101562;2019-10-08 02:07:11.386927;2019-10-08 02:07:11.636869
2;265.5642032623291;2019-10-08 02:07:11.793081;2019-10-08 02:07:12.058645
3;281.1849117279053;2019-10-08 02:07:12.199236;2019-10-08 02:07:12.480421
4;265.5625343322754;2019-10-08 02:07:12.667877;2019-10-08 02:07:12.933439
5;281.18371963500977;2019-10-08 02:07:13.074031;2019-10-08 02:07:13.355215
6;281.1856269836426;2019-10-08 02:07:13.886338;2019-10-08 02:07:14.167524
7;296.80490493774414;2019-10-08 02:07:14.308116;2019-10-08 02:07:14.604921
8;296.80418968200684;2019-10-08 02:07:14.745513;2019-10-08 02:07:15.042317
9;265.5627727508545;2019-10-08 02:07:15.182910;2019-10-08 02:07:15.448473
10;249.94134902954102;2019-10-08 02:07:15.589065;2019-10-08 02:07:15.839006
