i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-08 00:57:34.486061;2019-10-08 00:57:34.486061
2;0.0;2019-10-08 00:57:34.517305;2019-10-08 00:57:34.517305
3;0.0;2019-10-08 00:57:34.517305;2019-10-08 00:57:34.517305
4;0.0;2019-10-08 00:57:34.517305;2019-10-08 00:57:34.517305
5;0.0;2019-10-08 00:57:34.517305;2019-10-08 00:57:34.517305
6;0.0;2019-10-08 00:57:34.517305;2019-10-08 00:57:34.517305
7;0.0;2019-10-08 00:57:34.532925;2019-10-08 00:57:34.532925
8;0.0;2019-10-08 00:57:34.532925;2019-10-08 00:57:34.532925
9;0.0;2019-10-08 00:57:34.532925;2019-10-08 00:57:34.532925
10;0.0;2019-10-08 00:57:34.532925;2019-10-08 00:57:34.532925
