i exec;duracao (ms);hora início;hora fim
1;7951.252222061157;2019-10-08 02:17:54.812720;2019-10-08 02:18:02.763972
2;10044.509172439575;2019-10-08 02:18:06.060077;2019-10-08 02:18:16.104586
3;8248.061895370483;2019-10-08 02:18:18.853940;2019-10-08 02:18:27.102002
4;8201.197385787964;2019-10-08 02:18:29.835733;2019-10-08 02:18:38.036930
5;7576.343774795532;2019-10-08 02:18:40.911256;2019-10-08 02:18:48.487600
6;7529.440641403198;2019-10-08 02:18:51.846222;2019-10-08 02:18:59.375663
7;8195.865154266357;2019-10-08 02:19:02.171884;2019-10-08 02:19:10.367749
8;8497.963428497314;2019-10-08 02:19:13.164007;2019-10-08 02:19:21.661971
9;7841.867685317993;2019-10-08 02:19:24.411367;2019-10-08 02:19:32.253235
10;7430.5150508880615;2019-10-08 02:19:35.377540;2019-10-08 02:19:42.808055
