i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-08 03:14:58.222134;2019-10-08 03:14:58.222134
2;0.0;2019-10-08 03:14:58.237718;2019-10-08 03:14:58.237718
3;0.0;2019-10-08 03:14:58.393982;2019-10-08 03:14:58.393982
4;0.0;2019-10-08 03:14:58.393982;2019-10-08 03:14:58.393982
5;0.0;2019-10-08 03:14:58.393982;2019-10-08 03:14:58.393982
6;0.0;2019-10-08 03:14:58.393982;2019-10-08 03:14:58.393982
7;0.0;2019-10-08 03:14:58.409555;2019-10-08 03:14:58.409555
8;0.0;2019-10-08 03:14:58.409555;2019-10-08 03:14:58.409555
9;0.0;2019-10-08 03:14:58.409555;2019-10-08 03:14:58.409555
10;0.0;2019-10-08 03:14:58.409555;2019-10-08 03:14:58.409555
