i exec;duracao (ms);hora início;hora fim
1;31.24547004699707;2019-10-08 01:01:42.818185;2019-10-08 01:01:42.849431
2;15.65861701965332;2019-10-08 01:01:42.865004;2019-10-08 01:01:42.880663
3;15.572786331176758;2019-10-08 01:01:42.896295;2019-10-08 01:01:42.911868
4;31.241178512573242;2019-10-08 01:01:42.943113;2019-10-08 01:01:42.974354
5;15.622615814208984;2019-10-08 01:01:42.989976;2019-10-08 01:01:43.005599
6;31.244754791259766;2019-10-08 01:01:43.052461;2019-10-08 01:01:43.083706
7;15.617132186889648;2019-10-08 01:01:43.114951;2019-10-08 01:01:43.130568
8;15.621185302734375;2019-10-08 01:01:43.146189;2019-10-08 01:01:43.161810
9;15.58542251586914;2019-10-08 01:01:43.193092;2019-10-08 01:01:43.208677
10;15.61594009399414;2019-10-08 01:01:43.239955;2019-10-08 01:01:43.255571
