i exec;duracao (ms);hora início;hora fim
1;1952.6634216308594;2019-10-08 03:09:35.464818;2019-10-08 03:09:37.417481
2;1666.2919521331787;2019-10-08 03:09:37.933408;2019-10-08 03:09:39.599700
3;1968.2462215423584;2019-10-08 03:09:40.130818;2019-10-08 03:09:42.099065
4;1921.4229583740234;2019-10-08 03:09:42.786447;2019-10-08 03:09:44.707870
5;2202.609062194824;2019-10-08 03:09:45.254614;2019-10-08 03:09:47.457223
6;2249.43208694458;2019-10-08 03:09:48.097693;2019-10-08 03:09:50.347125
7;1952.6231288909912;2019-10-08 03:09:50.940779;2019-10-08 03:09:52.893402
8;1812.0737075805664;2019-10-08 03:09:53.674470;2019-10-08 03:09:55.486544
9;2155.740737915039;2019-10-08 03:09:56.017671;2019-10-08 03:09:58.173411
10;2249.5102882385254;2019-10-08 03:09:58.720158;2019-10-08 03:10:00.969669
