i exec;duracao (ms);hora início;hora fim
1;6029.780626296997;2019-10-07 22:57:07.203866;2019-10-07 22:57:13.233647
2;8628.171682357788;2019-10-07 22:57:17.076492;2019-10-07 22:57:25.704664
3;9262.575149536133;2019-10-07 22:57:29.625580;2019-10-07 22:57:38.888155
4;5514.291048049927;2019-10-07 22:57:42.559203;2019-10-07 22:57:48.073494
5;6116.278886795044;2019-10-07 22:57:51.853857;2019-10-07 22:57:57.970136
6;6607.809543609619;2019-10-07 22:58:01.000688;2019-10-07 22:58:07.608497
7;5483.082056045532;2019-10-07 22:58:10.639035;2019-10-07 22:58:16.122117
8;6753.42583656311;2019-10-07 22:58:19.105794;2019-10-07 22:58:25.859220
9;6504.019737243652;2019-10-07 22:58:29.202194;2019-10-07 22:58:35.706214
10;5686.152458190918;2019-10-07 22:58:39.142916;2019-10-07 22:58:44.829069
