i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-08 03:09:30.184811;2019-10-08 03:09:30.184811
2;0.0;2019-10-08 03:09:30.200432;2019-10-08 03:09:30.200432
3;15.621185302734375;2019-10-08 03:09:30.216097;2019-10-08 03:09:30.231718
4;0.0;2019-10-08 03:09:30.247359;2019-10-08 03:09:30.247359
5;0.0;2019-10-08 03:09:30.262956;2019-10-08 03:09:30.262956
6;15.658855438232422;2019-10-08 03:09:30.278538;2019-10-08 03:09:30.294196
7;15.62809944152832;2019-10-08 03:09:30.294196;2019-10-08 03:09:30.309825
8;15.670299530029297;2019-10-08 03:09:30.325402;2019-10-08 03:09:30.341073
9;15.614509582519531;2019-10-08 03:09:30.341073;2019-10-08 03:09:30.356687
10;0.0;2019-10-08 03:09:30.372306;2019-10-08 03:09:30.372306
