i exec;duracao (ms);hora início;hora fim
1;62.48927116394043;2019-10-07 23:57:58.121899;2019-10-07 23:57:58.184388
2;46.807289123535156;2019-10-07 23:57:58.606170;2019-10-07 23:57:58.652978
3;93.72687339782715;2019-10-07 23:57:58.715463;2019-10-07 23:57:58.809189
4;62.494754791259766;2019-10-07 23:57:58.871713;2019-10-07 23:57:58.934208
5;62.462806701660156;2019-10-07 23:57:58.996705;2019-10-07 23:57:59.059168
6;62.48664855957031;2019-10-07 23:57:59.106033;2019-10-07 23:57:59.168520
7;62.46829032897949;2019-10-07 23:57:59.215409;2019-10-07 23:57:59.277877
8;78.094482421875;2019-10-07 23:57:59.340362;2019-10-07 23:57:59.418456
9;124.97186660766602;2019-10-07 23:57:59.465283;2019-10-07 23:57:59.590255
10;62.48617172241211;2019-10-07 23:57:59.652742;2019-10-07 23:57:59.715228
