i exec;duracao (ms);hora início;hora fim
1;8810.38236618042;2019-10-08 01:12:08.459693;2019-10-08 01:12:17.270075
2;9747.711181640625;2019-10-08 01:12:20.987951;2019-10-08 01:12:30.735662
3;9433.889627456665;2019-10-08 01:12:34.141109;2019-10-08 01:12:43.574999
4;7716.933250427246;2019-10-08 01:12:46.699230;2019-10-08 01:12:54.416163
5;6623.4471797943115;2019-10-08 01:12:57.462357;2019-10-08 01:13:04.085805
6;7727.286577224731;2019-10-08 01:13:07.100684;2019-10-08 01:13:14.827971
7;7935.669422149658;2019-10-08 01:13:17.608534;2019-10-08 01:13:25.544203
8;7039.948225021362;2019-10-08 01:13:28.309176;2019-10-08 01:13:35.349124
9;6748.420715332031;2019-10-08 01:13:38.770232;2019-10-08 01:13:45.518653
10;8023.871421813965;2019-10-08 01:13:48.892860;2019-10-08 01:13:56.916732
