i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-07 23:57:57.809425;2019-10-07 23:57:57.809425
2;0.0;2019-10-07 23:57:57.825046;2019-10-07 23:57:57.825046
3;0.0;2019-10-07 23:57:57.840668;2019-10-07 23:57:57.840668
4;0.0;2019-10-07 23:57:57.856369;2019-10-07 23:57:57.856369
5;0.0;2019-10-07 23:57:57.871945;2019-10-07 23:57:57.871945
6;15.665292739868164;2019-10-07 23:57:57.887531;2019-10-07 23:57:57.903196
7;15.620231628417969;2019-10-07 23:57:57.903196;2019-10-07 23:57:57.918816
8;0.0;2019-10-07 23:57:57.934394;2019-10-07 23:57:57.934394
9;0.0;2019-10-07 23:57:57.950058;2019-10-07 23:57:57.950058
10;0.0;2019-10-07 23:57:57.965675;2019-10-07 23:57:57.965675
