i exec;duracao (ms);hora início;hora fim
1;15.631437301635742;2019-10-08 02:02:57.373274;2019-10-08 02:02:57.388906
2;0.0;2019-10-08 02:02:57.404522;2019-10-08 02:02:57.404522
3;0.0;2019-10-08 02:02:57.420143;2019-10-08 02:02:57.420143
4;0.0;2019-10-08 02:02:57.451349;2019-10-08 02:02:57.451349
5;15.600442886352539;2019-10-08 02:02:57.466987;2019-10-08 02:02:57.482587
6;0.0;2019-10-08 02:02:57.498358;2019-10-08 02:02:57.498358
7;0.0;2019-10-08 02:02:57.513874;2019-10-08 02:02:57.513874
8;15.61427116394043;2019-10-08 02:02:57.529491;2019-10-08 02:02:57.545106
9;0.0;2019-10-08 02:02:57.560698;2019-10-08 02:02:57.560698
10;15.572786331176758;2019-10-08 02:02:57.576364;2019-10-08 02:02:57.591936
