i exec;duracao (ms);hora início;hora fim
1;10356.921672821045;2019-10-07 22:42:16.322767;2019-10-07 22:42:26.679689
2;11466.799974441528;2019-10-07 22:42:32.482902;2019-10-07 22:42:43.949702
3;11393.315076828003;2019-10-07 22:42:49.294471;2019-10-07 22:43:00.687786
4;11590.978622436523;2019-10-07 22:43:05.811629;2019-10-07 22:43:17.402608
5;16355.692386627197;2019-10-07 22:43:23.795809;2019-10-07 22:43:40.151501
6;11373.210191726685;2019-10-07 22:43:45.372936;2019-10-07 22:43:56.746146
7;10622.46584892273;2019-10-07 22:44:01.729349;2019-10-07 22:44:12.351815
8;11941.876888275146;2019-10-07 22:44:17.381883;2019-10-07 22:44:29.323760
9;10231.969594955444;2019-10-07 22:44:34.510008;2019-10-07 22:44:44.741978
10;11544.13628578186;2019-10-07 22:44:49.912659;2019-10-07 22:45:01.456795
