i exec;duracao (ms);hora início;hora fim
1;78.0632495880127;2019-10-08 02:38:01.025256;2019-10-08 02:38:01.103319
2;78.07469367980957;2019-10-08 02:38:01.650098;2019-10-08 02:38:01.728172
3;78.10688018798828;2019-10-08 02:38:01.775035;2019-10-08 02:38:01.853141
4;62.483787536621094;2019-10-08 02:38:01.900006;2019-10-08 02:38:01.962491
5;78.10592651367188;2019-10-08 02:38:02.009355;2019-10-08 02:38:02.087461
6;62.48784065246582;2019-10-08 02:38:02.118704;2019-10-08 02:38:02.181191
7;78.09686660766602;2019-10-08 02:38:02.228102;2019-10-08 02:38:02.306199
8;78.10139656066895;2019-10-08 02:38:02.353076;2019-10-08 02:38:02.431177
9;78.10378074645996;2019-10-08 02:38:02.478044;2019-10-08 02:38:02.556148
10;62.52431869506836;2019-10-08 02:38:02.602966;2019-10-08 02:38:02.665491
