i exec;duracao (ms);hora início;hora fim
1;4311.486482620239;2019-10-08 02:07:19.103863;2019-10-08 02:07:23.415349
2;5373.7828731536865;2019-10-08 02:07:25.492985;2019-10-08 02:07:30.866768
3;5561.192274093628;2019-10-08 02:07:32.944359;2019-10-08 02:07:38.505552
4;5451.803207397461;2019-10-08 02:07:40.864410;2019-10-08 02:07:46.316214
5;5436.223745346069;2019-10-08 02:07:48.300121;2019-10-08 02:07:53.736345
6;3327.3444175720215;2019-10-08 02:07:55.095401;2019-10-08 02:07:58.422745
7;4108.366966247559;2019-10-08 02:07:59.906813;2019-10-08 02:08:04.015180
8;3353.384256362915;2019-10-08 02:08:05.374232;2019-10-08 02:08:08.727616
9;3905.325412750244;2019-10-08 02:08:10.320998;2019-10-08 02:08:14.226323
10;3415.619134902954;2019-10-08 02:08:15.819698;2019-10-08 02:08:19.235317
