i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-08 02:17:35.150821;2019-10-08 02:17:35.150821
2;0.0;2019-10-08 02:17:35.166443;2019-10-08 02:17:35.166443
3;0.0;2019-10-08 02:17:35.197685;2019-10-08 02:17:35.197685
4;0.0;2019-10-08 02:17:35.213306;2019-10-08 02:17:35.213306
5;15.62190055847168;2019-10-08 02:17:35.213306;2019-10-08 02:17:35.228928
6;0.0;2019-10-08 02:17:35.228928;2019-10-08 02:17:35.228928
7;0.0;2019-10-08 02:17:35.244549;2019-10-08 02:17:35.244549
8;0.0;2019-10-08 02:17:35.260170;2019-10-08 02:17:35.260170
9;15.62190055847168;2019-10-08 02:17:35.260170;2019-10-08 02:17:35.275792
10;0.0;2019-10-08 02:17:35.275792;2019-10-08 02:17:35.275792
