i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-08 02:38:00.009828;2019-10-08 02:38:00.009828
2;0.0;2019-10-08 02:38:00.072311;2019-10-08 02:38:00.072311
3;0.0;2019-10-08 02:38:00.572234;2019-10-08 02:38:00.572234
4;0.0;2019-10-08 02:38:00.572234;2019-10-08 02:38:00.572234
5;0.0;2019-10-08 02:38:00.572234;2019-10-08 02:38:00.572234
6;0.0;2019-10-08 02:38:00.587814;2019-10-08 02:38:00.587814
7;0.0;2019-10-08 02:38:00.587814;2019-10-08 02:38:00.587814
8;0.0;2019-10-08 02:38:00.587814;2019-10-08 02:38:00.587814
9;0.0;2019-10-08 02:38:00.587814;2019-10-08 02:38:00.587814
10;15.623092651367188;2019-10-08 02:38:00.587814;2019-10-08 02:38:00.603437
