i exec;duracao (ms);hora início;hora fim
1;0.0;2019-10-08 02:38:00.634732;2019-10-08 02:38:00.634732
2;0.0;2019-10-08 02:38:00.650301;2019-10-08 02:38:00.650301
3;0.0;2019-10-08 02:38:00.665970;2019-10-08 02:38:00.665970
4;15.617847442626953;2019-10-08 02:38:00.728457;2019-10-08 02:38:00.744074
5;15.615463256835938;2019-10-08 02:38:00.775315;2019-10-08 02:38:00.790931
6;15.607595443725586;2019-10-08 02:38:00.822188;2019-10-08 02:38:00.837796
7;15.624523162841797;2019-10-08 02:38:00.837796;2019-10-08 02:38:00.853420
8;15.621662139892578;2019-10-08 02:38:00.868999;2019-10-08 02:38:00.884621
9;15.659332275390625;2019-10-08 02:38:00.884621;2019-10-08 02:38:00.900280
10;0.0;2019-10-08 02:38:00.900280;2019-10-08 02:38:00.900280
