i exec;duracao (ms);hora início;hora fim
1;93.41025352478027;2019-10-08 02:02:57.748473;2019-10-08 02:02:57.841884
2;93.68586540222168;2019-10-08 02:02:57.904405;2019-10-08 02:02:57.998092
3;124.97091293334961;2019-10-08 02:02:58.388624;2019-10-08 02:02:58.513596
4;109.39645767211914;2019-10-08 02:02:58.591702;2019-10-08 02:02:58.701099
5;109.24005508422852;2019-10-08 02:02:58.763698;2019-10-08 02:02:58.872938
6;78.04441452026367;2019-10-08 02:02:59.404072;2019-10-08 02:02:59.482116
7;109.34758186340332;2019-10-08 02:02:59.575846;2019-10-08 02:02:59.685193
8;109.39955711364746;2019-10-08 02:02:59.732058;2019-10-08 02:02:59.841458
9;78.1562328338623;2019-10-08 02:02:59.919514;2019-10-08 02:02:59.997671
10;156.21089935302734;2019-10-08 02:03:00.060157;2019-10-08 02:03:00.216367
